accept,text 
0, مزخرف گوشی که تا به حال ساخته‌شده دوربین آنقدر نویز داشت که کپ vga هست اگر چرت نبود بعد ۶ تا ۷ ماه قیمت از نزدیک یک میلیون به پانصد را خورد نرسید و تو سه روز نزدیک سیصد تومان آفت قیمت نکرد اصلا ارزش این قیمت را نداشت و خیلی معمولی و کم کاربرد هست و کیفیت صدا بعد دو ماه گفت استفاده کرد این تجربه هست برادر هست و پیشنهاد من تو این رده گوشی نوکیا xl هست با خرید این محصول بدهی اشتباه کرد 
1, با سلام من این گوشی را چند ماهه خرید و الان خواست تجربه خودمو در اختیار گذارد و امیدوار تو شما را خرید کمک کرد من از این گوشی نسبتا راضی هست امکان خیلی خوب هست همه چه داشت از جمله بلوتوث نسخه بالا اندروید ۴ ۳ NFC تو را بد تگ صفحه نمایش با کیفیت کیفیت صدا قابل قبول حافظه داخل ۸ گیگا دوربین جلو و دوربین اصل با کیفیت دوربین دست تنظیم کرد تو شرایط مختلف کیفیت فوق العاده‌ای داشت و خیلی چیز دیگر و اما عیب حالا خواست عیب را گفت ک هر گوشی توانست عیب خود را داشت ک یک از بزرگ عیب این هست وقت گوشی با اینترنت سیم وصله و در حال هست باطری ب کرد آفت استفاده کرد و و داغ کرد ما در شرایط عادی باطری خوبی بعد نکته دوم زاویه دید نسبتا پایین هست و بعد این هست وقت زنگ خورد صدا زنگ بعضی وقت نویز درضمن اول روز یکم تاچ ضعیفه اما وقت با وایرلس آپدیت کرد مشکل کاملا رفع کرد و یک لمس کاملا روان و خوب به شما داد این تنها مشکل بود که من دید اما در کل گوشی خیلی خوبی هست خیلی روانه مشخصا خوبی هنگ نکرد همه آن را چه تکمیل هست در کل با این قیمت پیشنهاد داد 
0, سلام من تازه ۲ هفته است این گوش را خرید همیشه هنگ کرد مخصوصا تو عکاس دیگر به من را نم رو۸mpهم تنظیم کرد اما خیلی ناراحت امروز کلا خود خاموش روشن کرد تاچ هم ضعیفه اندروید آپدیت رد کرد آل داد که نسخه جدید روش نصب هست هر توانست کمک کرد خیلی ناراحت 
1, سلام من سه xperia l روزه گرفت وم تجربه را با شما در گذارد مزیت رابط کاربر عالی سونی بلندگو بسیار کیفیت ساخت خوب سخت افزار قوی من بازی آسفالت ۸ و فیفا ١۴ را بدون هیچ له بازی کرد زاویه دید عالی نهست ولی آن هم کهع بد می‌کن نهست تو روز هم اگر نور تا آخر بود خیلی خوب هست حتی اگر تا نصف هم بود زیاد بد نهست عیب دوربین ۸ واقعی نهست ولی برای رفع نیاورد خوب هست البته من خاص از استفاده نکرد تاچ خوب هست ولی بعضی وقت اذیت کرد مثلا امروز دایی بهم زنگ زد دکمه سبز را نتوانست به رساند ولی دکمه قرمز را توانست البته وقت دوباره زنگ زد کرد صفحه نمایش اگر خش نداشت حتما خش افتاد الان گوشی دوست چون تو چیبش با کلید بود پر خش حل کرد پشتیبان نکرد از کابل ot 
1, g طراح این گوشی واقعا عالی از بازی که کرد هم اجرا کرد فهمید سخت افزار خوبی اما در مورد دوربین و تاچ تاچ با آپدیت کرد نسخه اندروید و دوربین با تنظیم کرد رزولوشن رفت ۸MP و آپدیت کرد اندروید خوب کرد با تشکر از کارمند هست دی کالا که کالا اصل در اختیار ما داد 
1, من سه روز پیش از دی کالا سفارش داد خدا گوشی هست کامل آن را هست و بدون هنگ ولی دوربین همانطور که ذکر‌شده نسبت به دیگر دوربین ۸ پیکسل ضعیف تره و از نظر سخت افزار هم تو بازی کم نیاورد من که بابت پول که داد راضی باز هم ممنون دی کالا 
1, سلام من این گوشی را ١ سال که داشت و خواست تجربه را از این گوشی به شما گفت ظاهر ظاهر این گوشی خیلی عالیه و تو گوشی سونی این گوشی جزء کل نرید گوشی و آن انحناء پشت گوشی خیلی به گوشی زیبا داد صفحه نمایش نسبت به قیمت خیلی خوب هست و تراکم پیکسل بالا داشت باطری و نگهداری شارژ خوب هست و یک روز تا یک روز و نیم رفت البته باز هم بستگی به نحوه استفاده داشت دوربین دوربین این گوشی ۸mp هست که شاید در حد ۸ واقعی نبود که این مشکل را کرد با ارتقا داد نسخه اندروید حل کرد و خیلی دوربین خوب کرد و چند گزینه به آن اضافه کرد مثل گرفت عکس ۳۰ تا دوربین جلو این گوشی در حد VGA هست که بد نهست فیلم‌برداری این گوشی خیلی خوب هست و صدا خیلی واضح هست و شما میتئنید موقع دید فیلم صدا را تنظیم کرد و خیلی قابلیت دیگر یک مزیت خیلی خوبی این گوشی در موقع عکس گرفت داشت این هست که قابلیت به اسم HDR که واقعا کرد گفت یک از مهم قابلیت دوربین هست صدا صدا گوشی در حد قابل قباله و از ۲۰ در حد ١۶ هست صدا را کرد خیلی بلند کرد ولی وقت تا ته کرد متوجه بلند کرد که گوش را اذیت کرد ولی واضح هست اما سرعت گوشی سرعت در حالت معمولی ١GH هست که خوب هست ولی اگر احساس کرد که پایین هست توانست آپدیت کرد و سرعت خی بالا رفت و تاچ هست خیلی روان کرد حافظه حافظه این گوشی ۸G هست ولی فقظ ۵ گیگا در دسترس کاربر هست باز گفت فک کرد پایین هست کرد با کارت حافظه این مشکل را حل کرد وجود NFC تو این گوشی یک از عامل جذب کاربر هست این عملکرد تو ایران خیلی جا نیافتاد ولی اگر کاربرد زیاذ کرد این گوشی قیمت یک کرد بالا رفت NFC قابلیت زیاد داشت مثل تبادل اطلاع از گوشی خود به گئشی دیگر با پشت به پشت کرد دو گوشی که سرعت خیلی بالا یک کاربرد دیگ این هست که توانست به عنوان کیف پول از او استفاده کرد به این صورت که شما اطلاع کارت بانک درون ریخت و موقع خرید گوشی را جلو کارت خواه می و از حساب کم کرد در مجموع این گوشی یک از بهتر تو رنج قیمت و کارا که داشت خیلی خوب هست و نسبت به پول که بابت دید مطمئن بود که ضرر نکرد راست یاد نرفت حتما این گوشی را به جدید ورژن آپدیت تا کرد چون هم سرعت بالا رفت هم تاچ قوی کرد و ننوشید عوض کرد و دوربین بالا رفت و امیدوار که تجربه کمکی به شما کرد با تشکر از دی کالا 
1, دوستان در مورد بازی این گوشی گفت که یک از دوست من من با او کار کرد واقعا بدون هیچ له آسفالت را اجرا کرد در این مورد تو این رنج قیمت واقعا عالیه قیافه ش هم واقعا شیک هست خصوصا رنگ سفید دوربین ولی در حد ۵ هست که نیاز را برطرف کرد تو خرید شک نکرد واقعا خوب هست 
1, من تقریبا یک ساله این گوشی را خرید این گوشی تو این رنج قیمت عالیه از ساپرت مموری هم هیچ مشکل نظر نداشت من از این گوشی راضی اما افسوس خورد که چرا گل آس ۲ تخریدم 
0, سلام من الان یک ماهه این گوشی را خرید و دو تا مشکل با او داشت یک اینکه موقع نوشت اس‌ام‌اس اگر گزینه word suggestion را غیرفعال کرد متاسفانه دیگر دکمه enter کار نم و نتوانست به خط بعد رفت و این خیلی داد موقعی که این گزینه فعال بود نوشت متن خیلی سخت هست مشکل بعد اینکه تا حالا چند اسپیکر گوشی غیرفعال بار کرد بعد مجبور یک بار گوشی را خاموش روشن کرد درست کرد این هم خیلی را عصب هست دوربین جلو هم واقعا افتضاح هست 
1, دوستان خواست درباره مقاومت این گوشی در برابر ضربه سلام گفت فوق‌العاده است چون از روی کوه حداقل ۳ ۴ متر سور خورد الان سالم سالم هست فقط رفت صفحه و آن را داد یک دوتا خش افتاد 
1, سلام من تصمیم به خرید گوشی دروید رنج ۶۰۰ هزار تومان داشت و با جست و جو که کرد با توجه به اینکه کیفیت دوربین هم برای من مهمه بهتر گوشی این هست و البته دوست داشت گوشی رنگ بود ولی این مدل فقط سفید و سیاه داشت ولی خب فکر کرد همین گوشی رنگ سفید انتخاب کرد خواست دید بعضی که گفت این گوشی هنگ کرد و باتری زاد تمام کرد صحت داشت یا برای بعضی اتفاق پیش آمد البته من اصلا از برای بازی کرد استفاده نکرد با توجه به این که بیشتر فعالیت با او اینترنت یا گوش داد به موزیک هست باتری چند ساعت دوام آورد و یک سوال دیگر اینکه اگر خواست از دی کالا این گوشی را خرید رفت گوشی همه نرفت افزار صوت و تصویر هست یا نه باید بعد از خرید گوشی را جای دیگر برد تا نرو افزار ریخت اگر هم درون همین مشخصا درون برنده دیگر گوشی خوبی شناخت البته گوشی که هنگ نکرد لطفا اعلام کرد تا بت مقایسه کرد ممنون کرد راهنمایی کرد 
1, سلام من این گوشی را نزدیک ۴ ماه خرید و حالا هیچ مشکل نداشت فقط دو مشکل داشت ١ محافظه داخل خیلی کم هست و من مجبور تا کرد یک ١۸ گیگا برای آن گرفت ۲ کیفیت دوربین جلو آن خیلی رم داد و برای آن نمی‌توان هیچ کاری کرد با تشکر از اینکه پیام من را خواند 
1, من امروز خرید به پول که نسبت داد چیز خوب دست آمد واقعا تو این رنج قیمت تکه در ضمن تمام وسایل ساخت بشر عیب و ایراد داشت 
1, گوشه بسیار خوبی هست هیچ مشکل هم نداشت 
1, با خدمت تمام دوستان در مورد این گوشی و تمام مسئله که یک نظر کلی سلام داد که پشیمون نکرد از آن را خواند صفحه نمایش اصولا کیفیت صفحه نمایش آن چنان نهست که اذیت کرد یا تراکم پیکسل خیلی به چشم آمد و اذیت کرد اما به هر مثل کیفیت صفحه نمایش اچ صورت داد یا فول اچ داد نهست قطعا دقیق بود رنگ هم خیلی مشکل را ایجاد نکرد اگر حساس نبود تاچ تاچ این گوشی خوب هست و توانست نیاز کاربر را با توجه به این به خوبی قیمت کرد اما گاها دروید کار کرد با تاچ گیر را دید که در حد لحظه بود ولی در کل خیلی خوب عمل کرد تا حالا اما حتما یک لیبل برای آن گرفت چون خود صفحه نمایش خیلی زبره و زاد کثیف کرد سخت افزار به نظر درون این سطح یک پردازنده ١ گیگاهرتز و دو هسته کار معمولی هست و اکثر گوشی این سطح دروید همین سطح هست پردازنده کرد اما تا این جا که با او کار کرد حد دو هفته هیچ هنگ را دروید بازی با او ندید ولی خب شاید ۵ یا ۶ مورد دروید بازی مختلف لگ داشت که خیلی اذیت نکرد بازی مثل nfs most wanted-vector subway را روش امتحان کرد یعنی از سنگین به سبک که مشکل نداشت اما چیز که برای من عجیب بود لگ داشت دروید یک بازی ۶ مگابایت بود که بسیار بسیار من را متعجب کرد در‌صورتی که تو بازی سنگین لگ نداشت غیر همان مورد کوتاه اما در کار با خود گوشی برای یک دوباره چند لحظه گیر کرد را مشاهده کرد که باز هم خیلی آزار دهنده نبود بدون نصب تسک منیجر نرفت افزار احتمالا تا همین الآن از هر مغازه که این گوشی را خرید نسخه اندروید ۴ ۲ ۲ هست اما جدیدا از چندین سایت خبر آمد که تا ماه دیگر اندروید ۴ ۳ هم برای آن آمد که فکر کرد این خاتمه آپدیت برای این گوشی بود ولی ممکنه چون درخواست آپدیت این گوشی حتی به ۴ ۴ کیت کت هم بالا است برای آن آمد دوربین همان طور که اکثر دوستان گفت دوربین خیلی رضایت بخش نهست حد اقل برای من با بهتر تنظیم هم من بد نبود اما خیلی رضایت بخش نبود ولی خب سونی دروید همین گوشی و هم اکس آس که با این گوشی آمد دوربین خوبی پی نگذاشت باتری باتری این گوشی با استفاده متوسط را به بالا عموما یک روز تا یک روز و نیم شارژ نگه داشت اما ممکنه به کم یک روز هم رسید ولی خب با استفاده کم و پایین تا دو روز هم شارژ نگه داشت ظاهر اما در مورد این زمینه آخر گفت چون کاملا سلیقه هست و به نظر این گوشی بسیار زیبا است خصوصا سفید چراغ آل ای رنگ داد پایین هم به زیبا اضافه کرد جمع‌بندی این گوشی درون این رنج قیمت جزو بهتر گوشی هست که توانست خرید یا توانست گفت که به هست اما اگر پول بیشتر داشت سراغ xperia sp یا xperia v از سونی یا مثلا s۲ یا s۳ از سامسونگ برد خیلی به برند اعتقاد نداشت اما باید قبول کرد که سونی دروید گوشی سطح متوسط واقعا بهتر عمل کرد ممنون 
1, من آن را همه چیز عالیه بجز حافظه داخل که کافی هست یک hd درون ریخت دیگر حافطش پر بازی کرد و این برای من و فرد که به بازی کرد بر‌روی گوشی علاقه یک عیب بزرگ محسوب کرد 
1, دوستان من نزدیک سه هفته سلام کرد که این گوشی را خرید بی‌اقراق گفت تو این رنج قیمت تکه همان اول که خرید از آپدیت سن همه آپدیت جدید را نصب کرد تمام مشکل که دوستان گفت رفع کرد دقت کرد موقع خرید سری جدید را گرفت که اندروید ۴ ۲ تاچ بر خلاف چیز که دوستان گفت عالیه من با هواوی میت مقایسه کرد که گفت دوربین که اصلا هیچ جای حرف باقی نذاشته از نظر فیلم و عکس از هواوی میت بهتر عمل کرد البته دوربین جلو یکم ضد زد زیاد خوب نهست اما یاد نرفت که به نصب پول که داد عالیه ظاهر که بیست هست من آسفالت با او بازی کرد تا حالا یک هم هنگ بار نکرد در مورد باتری هم گفت که با چند تا ساده کرد کاری کار کرد که راحت ۲۴ ساعت کرد باید از درو تنظیم پاور حالت است را فعال کار کرد اینطوری وقت صفحه خاموش هست اتصال مثل وای فای موقتا غیر فعال تمام کرد که باعث ماندگار شارژ کرد سینک را هم خاموش کرد که دائم ایمیل و جی میل و را چک نکرد خودی و داخل برنامه اینترنت مثل لاین و اسکایپ و اوان که ضروری نهست نو را از تو تنظیم داخل خاموش کرد و یک برنامه هست به اسم تسک کیلینر task cleaner این را هم نصب کرد و تنظیم کرد که وقت صفحه خاموش هست نگذارد برنامه اضافی به اینترنت وصل ماند اینطوری کلا مشکل باتری حل کرد خلاصه گفت برای ما که پول نداشت تو این رنج قیمت این بهتر گزینه بود 
1, آقا قلی چرا اشتباه حرف زد من بیشتر از ۶ ماهه از دی کالا خرید و هیچ مشکل نداشت و واقعا نسبت به قیمت فوق العادست احتمالا گوشی اکس L نهست 
0, سلام من قبل از این آل جی اپتیموس جی داشت خیلی از این سر بود ولی این گوشی از دی کالا خرید به قیمت گوشی بدهی نهست چند از مشکل صدا اسپیکر موقع پخش قط فیلم کرد و از بلندگو داخل پخش کرد که فقط با ریست کرد گوشی درست کرد موقع زنگ خورد گوشی یا صدا آهنگ صدا جیغ پخش کرد که خیلی عجیب هست و دوست تعجب کرد هر بار باطری به سختی یک روز دوام آورد و گاه هم هنگ کرد در حد چند ثانیه ولی ظاهر خوب و دست خوش داشت اما لبه باریک برای استفاده زیاد مناسب نهست اگر بابت مشکل کس چیز دانست لطفا کمک کرد با تشکر از سایت دی کالا 
0, نخرید من داشت پشیمون هنگ کرد همیشه موقع زنگ خورد و آهنگ داد قاطی گوش کرد 
1, سلام دوستان من یک جوان ١۵ ساله اهل مشهد که این گوشی خرید و واقعا از او راضی هست قبل از این گوشی galaxy pocket بود این گوشی تا به الان نیاز من را بر طرف تمام کرد من تو سایت xperian خواند درون تیر ماه سونی قرار هست اندروید ۴ ۳ را برای آن داد داخل antutu رتبه کرد ١۳۵۴۰ از htc one x پسر عموم بیشتر من که از همه چیز خوش آمد و از او راضی 
0, من این گوشی تقریبا یک ماهه آن را داشت و زیاد هم اهل یا با گوشی نهست فقط این را گفت که واقعا شارژ زاد تمام کرد و گوشی هست من عیب داشت این هست که هر چند وقت یک بار صدا از بلندگو پشت قطع کرد و اصلا صدا نیامد برای این مشکل باید گوشی restart رفع کرد بغض موقع هم هنگ کوچیک کرد ولی باز هم گوشی هست عالیه نسبت به قیمت من این گوشی یک ماه پیش از کرج خرید به من گارانتی تو ایران هیچ معنی نظر نداشت فقط پول اضافه بابت داد من برای خرید این گوشی حد ۴ ماه تحقیق کرد و واقعا از سایت دی کالا ممنون چون خیلی من را کمک کرد 
1, گوشی خوبی هست دو نفر تو خانواده این را داشت یک از خوبی این هست که سفید کاملا زنانه ست و مشک مردانه فقط به نظر یک کمی تاچ ضعیفه 
1, سلام دوستان من یک هفتس این گوشی را خرید هست از او راضی سرعت خایه و اکثر یا بدون تیک اجرا کرد دوربین خوب هست و عکس و فیلم خوبی ولی چند عدد نکته هست خواست گفت که باتری تقریبا زیاد شارژ مصرف کرد و حافظه داخل گفت که ۸ هست ولی شما تقریبا ۴ گیگا در اختیار داشت در کل با این قیمت گوشی هست خوبی هست 
1, سلام گوشی خوبی‌ وتو هست پردازش خوبی دوربین در حد متوسط هست و باتری هم خوب هست وجود چیپ NFC و کیفیت ساخت خوب و در کل در این رنج قیمت توانست جزو بهتر انتخاب بود 
1, سلام خدمت همه دوستان خواست تجربه ۸ ماهه استفاده از این گوشی را در اختیار قرار دمید در ابتدا از صفحه نمایش برای شما گفت که در داخل عملکرد هست خوبی و در بیرون با نور زیاد بد نهست سخت افزار این گوشی خیلی خوب هست و هر بازی hd را به‌راحتی کرد من از دوربین این گوشی چندان رضایت اجرا نداشت چون فقط در فصای باز و روشن عکس خوبی و در شرایط دیگر اصلا خوب نهست به نظر من نسبت به قیمت عالیه 
0, من این گوشی را امروز خرید ولی اصلا آن چیز که خواست نبود من گوشی اکس نئو داشت با صفحه نمایش backlight LED و اما وقت یک مقدار با این گوشی کارکرد متوجه کیفیت پایین صفحه نمایش کرد که البته فهمید برای تمام صفحه نمایش گوشی سونی همین داستان هست تاچ ضعیف واقعا نا امید کرد البته این گوشی اندروید ۴ ۲ ۲ بود حالا ندانست آن دوستان که گفت با ارتقا اندروید بهتر کرد دروید سری قبل اندروید چه طور بود که الان بهتر کرد در کل حس خوب من نداد هرچند دوستان گفت برای این هست که انتظار داشت مثل گوشی قبل بود اما اگر با صفحه نمایش مشکل نداشت و قبول کرد که گوشی سونی همین هست از نظر عملکرد خوب و سریع هست ولی الان واقعا دپرس کرد یک به من دلدار داد 
1, من یک چند ماهی هست که L داشت همه چیز خوب و اوکی هست اما متاسفانه با هندزفری هنگ داشت شدیدا 
1, من مشتری همیشه دی کالا هست این گوشی را سفارش داد ممنون از عملکرد سریع و فوق‌العاده دی کالا 
1, من این گوش را نداشت اما حتی از عکس هست لذت برد 
1, با تقدیم بهتر سلام و احترام خدمت دوستان ضمن سپاس از مسوول هست و همکار هست خوب دی کالا بنده حد ۴ ماهه این گوشی را خرید و تمام امکان گوشی را هم بررسی کرد به نظر بنده در این رنج قیمت یک از بهتر گزینه که کرد خریداری کرد همین گوشی هست یک اخلاق هم که داشت این هست به محض اینکه هر گوشی را خرید تمام جزئی گوشی را در همان روزه اول بررسی کرد فقط یک سوال در خصوص این گوشی و سایر مدل اکس بدون پاسخ ماند و آن پرسش این هست که مدت زمان یا همان تایمر که نشان دهنده مدت مکالمه اعم از زمان تماس خروج زمان تماس ورود و در مدل اکس کجا است باز هم از مسوول هست و همکار هست خوب دی کالا و شما دوستان تشکر کرد 
1, این گوشی را ۲-۳ روز کرد از دی کالا خرید واقعا با این قیمت شما در اصل هم داشت گوشی خرید هم دوربین یکم تو صفحه وب کرد هست که اگر جزو فرد هست که قبلا با صفحه وب گوشی یا تبلت کار نکرد به شما را چشید نیامد خیلی خوش و امکان که دست داشت واقعا خوب هست در کل اگر برای بازی نخواست بهتر گزینه هست اگرچه من قصد داشت برای یک از دوستان هم گرفت که یه را الان دید قیمت گران کرد منتظر هست دوباره ارزان تا کرد داد 
1, من یک ماهه این گوشی را داشت ازهر عالیه کاملا راضی تاچ هست اصلا مشکل نداشت خیلی هم قوی هست اندروید هست ازا ۴ ۲ ۲ بود 
1, من این گوشی حد یک ماه خرید ممنون از سایت داد جی کالا که من را را هنمایی کرد در خرید گوشی موبایل به شخصه گفت خیلی راضی با ارتقاء اندروید خیلی عالی عمل کرد تاچ خیلی حساس هست باتری با فعال کرد یک سری تنظیم خیلی خوب عمل کرد خیلی زیبا است و خوش خیلی دوست دست داشت بهتر انتخاب هست درصورتی دقت کرد چید نبود عالیه فوق‌العاده است 
1, دیروز من این گوشی خرید واقعا گوشی هست خوبی هست 
1, من این گوشی از کرمانشاه با گارانتی آرین خرید و پشیمون نهست چون بهتر گوشی تو این رنج قیمت هست بازی مثل آسفالت ۸ با گرافیک آخر بدون هیچ گونه لگ اجرا کرد و در آخر کیفیت کلی گوشی از هر لحاظ در حد عالی قرار میگ و در خرید شک نکرد 
1, با عرض سلام و خسته نبود و تشکر از سایت خوب من ١۰ که گوشی سونی آل را روزه گرفت خوب هست راضی تاچ دقت بالا است دوربین خوب هست بسیار دست و راضی کننده است زیاد در مورد آن را خرید تحقیق کرد مخصوصا نقد و بررسی شما دوستان گرامی را پیگیر بود تا دل خواست برنامه ریخت داخل تازه امروز رفت یک رم ١۶ گیک خرید از آنجا که خیلی برنامه را باز و بسته کرد و بازی هم زیاد انجام می شارژ آخر شب تمام کرد اما اگر زیاد بازی نکرد شارژ خوب هست همسر هم یک گوشی سونی داشت ۳ روز شارژ نگه میدارخ چون اصلا اهل بازی نهست فقط یک مشکل کوچولو داشت که شاید از بی‌اطلاع من بود خواهش کرد اگر کس اطلاع داشت راهنما کرد یک فلش دو میکرو یا آس بی‌ ۸ گیگا هم خرید سر زد به آن نخواند اما به گوشی همسر زد سونی خواند ندانست شاید سونی آل OTP پشتیبانی نکرد اگر برنامه خاص برای آن را خواند هست کرد مدل فلش ۳۸۰ آس هست توانست سرچ معرفی کرد مدل را دید لطفا خواننده محتررم در صورت داشت اطلاع نرم‌افزاری راهنمایی کرد دعا وی شما هست 
1, با سلام خواست در باره این گجت اطلاعاتی به دوستان دمید این گوشی را چند ماهی هست خرید اگر کس دوربین وای مهمه دور بینش نسبت به هشت نگایید پیکسل یک خورد ضعیفه اما دسته واز همه مهم رابطه کاربر خوبی ه پردازنده قوی خوش داشت من آسفالت ۷ را نصب کرد خیلی روان بود امید وا رفت کمک کرد 
1, ندانست چرا بعضی آمد نظر عجیب غریب داد خیلی داغ کرد اسپیکر خرابه خود به خود خاموش کرد ندانست از کجا آورد آخر من و سه تا از دوست این گوشی را گرفت هیچ هم مشکل نداشت و کاملا راضی بود البته من فکر کرد کس که آمد این نظر را داد طرفدار تعصب دیگر هست امیدوار خدا هدایت کرد 
1, با سلام من الان ۲ روزه گوشی را خرید خیلی برنده مختلف را درون رنج رسید قیمت کرد و آخر xperia L را خرید با وسواس خیلی زیاد فعلا زاد خواست مورد مشخصا فن این گوشی برای شما گفت ولی از لحاظ ظاهر خیلی جنس خوبی‌بکاربردن و مخصوصا درب پشت گوشی واقعا انعطاف پذیره و اثر را جذب نکرد خیلی کم و در کل گوشی از این که دروید عکس دید خیلی شیک و خیلی خیلی بزرگ هست حداقل از لحاظ ظاهر همه را خود جذب کرد درون کامنت بعد حتما بعد از اینکه از لحاظ فن گوشی را بررسی کرد برای شما گفت یا 
1, سلام بهتر گوشی تو این رنج قیمت و تا ١۵۰ تومان بالا همین هست باور کرد هیچ مشکل خاص هم نداشت هر چه کرد پای من 
0, گوشی هست هست ولی موقغی که هنگ خوبی کرد رفت را عصب در پشت هست خعلی سخت باز کرد شارژ خیلی خوب نگه نداشت بقیه چیز هست خوب هست 
0, تو را کرد پشیمون ۲ تا از این گوشی از بازار موبایل گرفت خیلی زاد در عرض چند دقیقه داغ کرد و اینکه اسپیکر خارج هست خرابه ۵۰-۵۰ یبار قطعه یبار وصله یک هم برای خانوم گرفت آن هم برای خود خاموش کرد اصلاً از سونی انتظار نداشت داد جی کالا هم که فکر کرد اگر این نظر را تایید کرد آسمون به زمین آمد 
1, این گوشی عالیه از ام بهتر هست بازی مثل nfs راحت اجرا کرد حافظه از ام بیشتر هست 
1, از هر نظر عالی 
1, سلام من الان یک هفته‌ای کرد این گوشی را خرید اول که جعبه را باز کرد خود هست گوشی و شارژر و یک هنزفری داخل گوشی هست رفت شارژر که زد سونی ولی کناره گوشی اسم سونی اریکسون به چی خورد ولی هنذفریش ساخت ویتنام آن را هست کیفیت صدا عالیه ولی چون لژ روش نداشت گوش را اذیت کرد من خودم یک هنزفری جدا خرید برای آن و از آن استفاده کرد ولی خود هست گوشی خود هست گوشی ظاهر شیک جذاب داشت که واقعا چشید را گرفت از چیز که دروید عکس هست خوشگل هست آن را داد خیلی خوش دسته و از جنس هست خوبی هست در مقابل گرد و غبار خیلی مقاوم هست من فک کرد دکمه پاور بزرگ بود ولی خیلی کوچیک هست ولی مشکل خاص نهست سنسور رنگ زیر هم خیلی زیبا است و خیلی از رنگ داشت که موقع دید عکس رنگ منطبق با عکس را پخش کرد موقع اس‌ام‌اس هم آبی و از آمد آس بی‌اطلاع نماند موقع تماس از دست رفت هم هم اما داخل گوشی صفحه نمایش واقعا عالیه خیره کنندس من اصلا چنین صفحه نمایش را انتظار نداشت فک کرد کیفیت پایین بود ولی عالی بود یک فیلم هم برای نشان داد کیفیت صفحه داشت که واقعا رنگ هار را زنده نشان داد درون آفتاب هم اگر نو صفحه کم بود مشکل داشت ولی اگر نور را آخر زیاد کرد خیلی راحت تا کرد با او کار کرد سخت افزار گوشی هم خیلی عالیه مشکل تاچ هم نداشت که بعضی دوستان گفت بود من آسفالت ۸ و فیفا ١۴ را راحت روش باز بازی کرد باطری گوشی هم خوب هست اگر را حالت stamina قرار داد و با او در طول روز بازی کرد و وبگرد ١ روز را دوام آورد دز ضمن شارژ هم از ۴و ۵ درصد تا ١۰ حد ۲ ۳۰ و۳ساعت طول کشت دوربین گوشی اول رفت ۵ آن را هست که دروید رز باید رفت ۸ قرار داد دوربین عالیه واقعا در کنار فلش قوی یک خوبی هست که داشت سنسور قوی آن را هست که واقعا سرعت عالی داشت وقت زنگ زد به محض اینکه گوشی را رفت گوشت قرار دید صفحه خاموش کرد و به محض اینکه گوشی را از کنار گوشت بر داشت صقحه روشن کرد که واقعا عالیه بخشید زیاد حرف زد امیدوار شما را درید خورد 
1, سلام تشکر کرد از سایت دی کالا که در خرید لب تاب و موبایل خیلی کرد من این موبایل ١ هفته کمک کرد خرید ۲ تا عیب داشت ١ دوربین ضعیف ۲ شارژ ضعیف و اما مزیت هر بازی hd مثل آسفالت مدرن با فیفا جی تی ۵ و هر بازی دیگر در کل تو این قیمت بهتر گوشی آن را هست توصیه کرد خرید 
1, سلام گوشی شیک هست مال من از همان اول اندروید ۴ ۲ ۲ بود تاچ هست خایه با او Asphalt ۸ را کرد بدون هیچ اشکال درب پشت خیلی سختی باز بازی کرد باتری و صدا گوشی خوب هست سنگین هم نهست انحنا که گوشی را کرد خوب گرفت فیلم و عکس متوسط به بالا اما کلا اگر نور بود خیلی بهتر عمل کرد 
1, دوستان که قصد خرید این گوشی را داشت خواند من حد ۳ ماهه این گوشی را خرید هم کیف هم سرعت هم تاچ هم دوربین عالیه تنها مشکل این گوشی باطری هست که خواست بازی کرد اصلا مناسب نهست همین تنها مشکل باطری هست که فکر دلیل هست به خاطر بزرگ بود صف البته یک تنظیم داخل گوشی داشت که توانست قدرت باطری را بدهی ولی درکل سونی نخرید کلا منظور گوشی برند سونی هست 
1, با سلام خدمت دوستان عزیز من خودم الان حد ۴ ماهه که این گوشی را داشت همه چیز خوب هست حتی هر فیلم را هم بالا آورد فیلم هم نسبت به عکس بهتر هست هیچ هم هنگ وقت نکرد فقط یک خرده عکس آن را بر داشت تو محیط کم نور بی‌کیفیت ولی تو محیط پر نور خوب هست در کل گوشی هست خوبی هست کرد سی پی یا را هم ارتقا داد که خیلی بهتر کرد خیلی هم خوش دسته 
1, من سه ماهه آن را به جرات توانست گفت تو این رنج قیمت به هست ضمنا قرار هست اندروید کیت ۴ ۴ هم برای آن آمد 
1, از لحاظ قیافه واقعا شیک و باکلاس هست تاچ وقت گوشی زبان فارسی هست کند اما انگلیسی روانه اما کلا مشکل تاچ با بروز کرد اندروید دستگاه حل کرد دوربین هست فیلم آن را بر داشت از عکس آن را بر داشت بهتر هست اما تو روز عکس هست محشر هست باتری هست باید حالت Stamina را از تنظیم فعال کرد آن وقت دید که گوشی در حالت بی تا ۶ الی ۷ روز دوام آورد اما اگر کار زیاد کشت از او ١ روز کامل دوام آورد صدا بلندگو هست عالیه کیفیت گوشی سونی و کلا مارک سونی از huawei و LG بهتر هست سامسونگ نو ۳ هم خیلی هنگ کرد اما سونی حالا هنگ تا نکرد 
